Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Egon Börger, High Level System Design and Analysis Using Abstract State Machines, Proceedings of the International Workshop on Current Trends in Applied Formal Method: Applied Formal Methods, p.1-43, October 07-09, ",1998,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Egon Börger, High Level System Design and Analysis Using Abstract State Machines, Proceedings of the International Workshop on Current Trends in Applied Formal Method: Applied Formal Methods, p.1-43, October 07-09, ",1998,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"E. Börger. The ASM ground model method as a foundation of requirements engineering. In N. Dershowitz, editor, <i>Verification: Theory and Practice</i>, volume ",2772,0,0,1
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"E. Börger. The ASM ground model method as a foundation of requirements engineering. In N. Dershowitz, editor, <i>Verification: Theory and Practice</i>, volume ",2772,0,0,1
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"E. Börger. The ASM refinement method. <i>Formal Aspects of Computing</i>, 15: 237--257, ",2003,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"E. Börger. The ASM refinement method. <i>Formal Aspects of Computing</i>, 15: 237--257, ",2003,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Egon Börger, Construction and analysis of ground models and their refinements as a foundation for validating computer-based systems, Formal Aspects of Computing, v.19 n.2, p.225-241, June ",2007,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Egon Börger, Construction and analysis of ground models and their refinements as a foundation for validating computer-based systems, Formal Aspects of Computing, v.19 n.2, p.225-241, June ",2007,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"E. Börger. Approaches to modeling business processes. A critical analysis of BPMN, workflow patterns and YAWL. <i>J. Software and Systems Modeling</i>, ",2011,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"E. Börger. Approaches to modeling business processes. A critical analysis of BPMN, workflow patterns and YAWL. <i>J. Software and Systems Modeling</i>, ",2011,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Egon Börger, The subject-oriented approach to software design and the abstract state machines method, Conceptual Modelling and Its Theoretical Foundations: essays dedicated to Bernhard Thalheim on the occasion of his 60th birthday, Springer-Verlag, Berlin, Heidelberg, ",2012,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Egon Börger, The subject-oriented approach to software design and the abstract state machines method, Conceptual Modelling and Its Theoretical Foundations: essays dedicated to Bernhard Thalheim on the occasion of his 60th birthday, Springer-Verlag, Berlin, Heidelberg, ",2012,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"E. Börger and K.-D. Schewe. Concurrent Abstract State Machines, June ",2014,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"E. Börger and K.-D. Schewe. Concurrent Abstract State Machines, June ",2014,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"E. Börger and K.-D. Schewe. Specifying transaction control to serialize concurrent program executions. In Y. Ait-Ameur and K.-D. Schewe, editors, <i>Proc. ABZ ",2014,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"E. Börger and K.-D. Schewe. Specifying transaction control to serialize concurrent program executions. In Y. Ait-Ameur and K.-D. Schewe, editors, <i>Proc. ABZ ",2014,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
E. Borger , Robert F. Stark, Abstract State Machines: A Method for High-Level System Design and Analysis, Springer-Verlag New York, Inc., Secaucus, NJ, ",2003,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
E. Borger , Robert F. Stark, Abstract State Machines: A Method for High-Level System Design and Analysis, Springer-Verlag New York, Inc., Secaucus, NJ, ",2003,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Frederick P. Brooks, Jr., No Silver Bullet Essence and Accidents of Software Engineering, Computer, v.20 n.4, p.10-19, April ",1987,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Frederick P. Brooks, Jr., No Silver Bullet Essence and Accidents of Software Engineering, Computer, v.20 n.4, p.10-19, April ",1987,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"D. Cohn and R. Hull. Business artifacts: a data-centric approach to modeling business operations and processes. <i>IEEE Data Engineering Bulletin</i>, 32: 3--9, ",2009,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"D. Cohn and R. Hull. Business artifacts: a data-centric approach to modeling business operations and processes. <i>IEEE Data Engineering Bulletin</i>, 32: 3--9, ",2009,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"R. Farahbod et al. <i>The CoreASM Project.</i> http://www.coreasm.org.
",</div>,0,0,1
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"R. Farahbod et al. <i>The CoreASM Project.</i> http://www.coreasm.org.
",</div>,0,0,1
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Albert Fleischmann , Werner Schmidt , Christian Stary , Stefan Obermeier , Egon Brger, Subject-Oriented Business Process Management, Springer Publishing Company, Incorporated, ",2012,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Albert Fleischmann , Christian Stary, Whom to talk to? A stakeholder perspective on business process development, Universal Access in the Information Society, v.11 n.2, p.125-150, June ",2012,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Albert Fleischmann , Christian Stary, Whom to talk to? A stakeholder perspective on business process development, Universal Access in the Information Society, v.11 n.2, p.125-150, June ",2012,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"W. Goerigk, A. Dold, T. Gaul, G. Goos, A. Heberle, F. W. von Henke, U. Hoffmann, H. Langmaack, H. Pfeifer, H. Ruess, and W. Zimmermann. Compiler correctness and implementation verification: The verifix approach. In P. Fritzson, editor, <i>Int. Conf. on Compiler Construction, Proc. Poster Session of CC'96</i>, Linköping, Sweden, ",1996,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"W. Goerigk, A. Dold, T. Gaul, G. Goos, A. Heberle, F. W. von Henke, U. Hoffmann, H. Langmaack, H. Pfeifer, H. Ruess, and W. Zimmermann. Compiler correctness and implementation verification: The verifix approach. In P. Fritzson, editor, <i>Int. Conf. on Compiler Construction, Proc. Poster Session of CC'96</i>, Linköping, Sweden, ",1996,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,F. Heath et al. Barcelona: A design and runtime environment for declarative artifact-centric BPM. In <i>ICSOC ,2013,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,F. Heath et al. Barcelona: A design and runtime environment for declarative artifact-centric BPM. In <i>ICSOC ,2013,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Tony Hoare, The verifying compiler: A grand challenge for computing research, Journal of the ACM (JACM), v.50 n.1, p.63-69, January ",2003,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Tony Hoare, The verifying compiler: A grand challenge for computing research, Journal of the ACM (JACM), v.50 n.1, p.63-69, January ",2003,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"T. Hoare and J. Misra. Verified software: theories, tools, experiments. Vision of a Grand Challenge project. In B. Meyer, editor, <i>Proc.IFIP WG Conference on Verified Software: Tools, Techniques, and Experiments</i>, http://vstte.ethz.ch/papers.html, Zürich (Switzerland), October ",2005,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"T. Hoare and J. Misra. Verified software: theories, tools, experiments. Vision of a Grand Challenge project. In B. Meyer, editor, <i>Proc.IFIP WG Conference on Verified Software: Tools, Techniques, and Experiments</i>, http://vstte.ethz.ch/papers.html, Zürich (Switzerland), October ",2005,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Richard Hull , Elio Damaggio , Riccardo De Masellis , Fabiana Fournier , Manmohan Gupta , Fenno Terry Heath, III , Stacy Hobson , Mark Linehan , Sridhar Maradugu , Anil Nigam , Piwadee Noi Sukaviriya , Roman Vaculin, Business artifacts with guard-stage-milestone lifecycles: managing artifact interactions with conditions and events, Proceedings of the 5th ACM international conference on Distributed event-based system, July 11-15, ",2011,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Richard Hull , Elio Damaggio , Riccardo De Masellis , Fabiana Fournier , Manmohan Gupta , Fenno Terry Heath, III , Stacy Hobson , Mark Linehan , Sridhar Maradugu , Anil Nigam , Piwadee Noi Sukaviriya , Roman Vaculin, Business artifacts with guard-stage-milestone lifecycles: managing artifact interactions with conditions and events, Proceedings of the 5th ACM international conference on Distributed event-based system, July 11-15, ",2011,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Richard Hull , Elio Damaggio , Fabiana Fournier , Manmohan Gupta , Fenno Terry Heath, III , Stacy Hobson , Mark Linehan , Sridhar Maradugu , Anil Nigam , Piyawadee Sukaviriya , Roman Vaculin, Introducing the guard-stage-milestone approach for specifying business entity lifecycles, Proceedings of the 7th international conference on Web services and formal methods, p.1-24, September 16-17, ",2010,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Richard Hull , Elio Damaggio , Fabiana Fournier , Manmohan Gupta , Fenno Terry Heath, III , Stacy Hobson , Mark Linehan , Sridhar Maradugu , Anil Nigam , Piyawadee Sukaviriya , Roman Vaculin, Introducing the guard-stage-milestone approach for specifying business entity lifecycles, Proceedings of the 7th international conference on Web services and formal methods, p.1-24, September 16-17, ",2010,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Gerwin Klein , Tobias Nipkow, A machine-checked model for a Java-like language, virtual machine, and compiler, ACM Transactions on Programming Languages and Systems (TOPLAS), v.28 n.4, p.619-695, July ",2006,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Gerwin Klein , Tobias Nipkow, A machine-checked model for a Java-like language, virtual machine, and compiler, ACM Transactions on Programming Languages and Systems (TOPLAS), v.28 n.4, p.619-695, July ",2006,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"J. Kohlmeyer. <i>Eine formale Semantik für die Verknüpfung von Verhaltensbeschreibungen in der UML 2.</i> PhD thesis, Universität Ulm (Germany), ",2009,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"J. Kohlmeyer. <i>Eine formale Semantik für die Verknüpfung von Verhaltensbeschreibungen in der UML 2.</i> PhD thesis, Universität Ulm (Germany), ",2009,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Jens Kohlmeyer , Walter Guttmann, Unifying the semantics of UML 2 state, activity and interaction diagrams, Proceedings of the 7th international Andrei Ershov Memorial conference on Perspectives of Systems Informatics, June 15-19, ",2009,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Jens Kohlmeyer , Walter Guttmann, Unifying the semantics of UML 2 state, activity and interaction diagrams, Proceedings of the 7th international Andrei Ershov Memorial conference on Perspectives of Systems Informatics, June 15-19, ",2009,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Leslie Lamport , Nancy Lynch, Distributed computing: models and methods, Handbook of theoretical computer science (vol. B): formal models and semantics, MIT Press, Cambridge, MA, ",1991,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Leslie Lamport , Nancy Lynch, Distributed computing: models and methods, Handbook of theoretical computer science (vol. B): formal models and semantics, MIT Press, Cambridge, MA, ",1991,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Harald Lerchner , Christian Stary, An Open S-BPM Runtime Environment Based on Abstract State Machines, Proceedings of the ",2014,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Harald Lerchner , Christian Stary, An Open S-BPM Runtime Environment Based on Abstract State Machines, Proceedings of the ",2014,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Xavier Leroy, Formal verification of a realistic compiler, Communications of the ACM, v.52 n.7, July ",2009,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Xavier Leroy, Formal verification of a realistic compiler, Communications of the ACM, v.52 n.7, July ",2009,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"Metasonic. Metasonic-suite. www.metasonic.de/metasonic-suite.
",</div>,0,0,1
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"Metasonic. Metasonic-suite. www.metasonic.de/metasonic-suite.
",</div>,0,0,1
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"J. Recker and J. Mendling. On the translation between BPMN and BPEL: Conceptual mismatch between process modeling languages. In <i>Proc.11th EMMSAD</i>, June ",2006,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"J. Recker and J. Mendling. On the translation between BPMN and BPEL: Conceptual mismatch between process modeling languages. In <i>Proc.11th EMMSAD</i>, June ",2006,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"J. Recker and J. Mendling. Lost in business process model translations: How a structured approach helps to identify conceptual mismatch. In K. Siau, editor, <i>Research Issues in Systems Analysis and Design, Databases and Software Development</i>, pages 227--259. IGI Publishing, Hershey, Pennsylvania, ",2007,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"J. Recker and J. Mendling. Lost in business process model translations: How a structured approach helps to identify conceptual mismatch. In K. Siau, editor, <i>Research Issues in Systems Analysis and Design, Databases and Software Development</i>, pages 227--259. IGI Publishing, Hershey, Pennsylvania, ",2007,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"S. Sarstedt. <i>Semantic Foundation and Tool Support for Model-Driven Development with UML 2 Activity Diagrams.</i> PhD thesis, Universität Ulm, ",2006,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"S. Sarstedt. <i>Semantic Foundation and Tool Support for Model-Driven Development with UML 2 Activity Diagrams.</i> PhD thesis, Universität Ulm, ",2006,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Stefan Sarstedt , Walter Guttmann, An ASM semantics of token flow in UML 2 activity diagrams, Proceedings of the 6th international Andrei Ershov memorial conference on Perspectives of systems informatics, June 27-30, ",2006,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Stefan Sarstedt , Walter Guttmann, An ASM semantics of token flow in UML 2 activity diagrams, Proceedings of the 6th international Andrei Ershov memorial conference on Perspectives of systems informatics, June 27-30, ",2006,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"G. Schellhorn. Verification of ASM refinements using generalized forward simulation. <i>J. Universal Computer Science</i>, 7(11): 952--979, ",2001,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"G. Schellhorn. Verification of ASM refinements using generalized forward simulation. <i>J. Universal Computer Science</i>, 7(11): 952--979, ",2001,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Gerhard Schellhorn, ASM Refinement and generalizations of forward simulation in data refinement: a comparison, Theoretical Computer Science, v.336 n.2-3, p.403-435, 26 May ",2005,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Gerhard Schellhorn, ASM Refinement and generalizations of forward simulation in data refinement: a comparison, Theoretical Computer Science, v.336 n.2-3, p.403-435, 26 May ",2005,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"G. Schellhorn. ASM refinement preserving invariants. <i>J. UCS</i>, 14(12), ",2008,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"G. Schellhorn. ASM refinement preserving invariants. <i>J. UCS</i>, 14(12), ",2008,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Gerhard Schellhorn, Completeness of ASM Refinement, Electronic Notes in Theoretical Computer Science (ENTCS), 214, p.25-49, June, ",2008,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Gerhard Schellhorn, Completeness of ASM Refinement, Electronic Notes in Theoretical Computer Science (ENTCS), 214, p.25-49, June, ",2008,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Gerhard Schellhorn, Completeness of fair ASM refinement, Science of Computer Programming, v.76 n.9, p.756-773, September, ",2011,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Gerhard Schellhorn, Completeness of fair ASM refinement, Science of Computer Programming, v.76 n.9, p.756-773, September, ",2011,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,Semiconductor Industry Assoc. International technologoy roadmap for semiconductors. Design. http://www.itrs.net/Links/,2005,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,Semiconductor Industry Assoc. International technologoy roadmap for semiconductors. Design. http://www.itrs.net/Links/,2005,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Robert F. Stärk , Joachim Schmid, Completeness of a Bytecode Verifier and a Certifying Java-to-JVM Compiler, Journal of Automated Reasoning, v.30 n.3-4, p.323-361, ",2003,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Robert F. Stärk , Joachim Schmid, Completeness of a Bytecode Verifier and a Certifying Java-to-JVM Compiler, Journal of Automated Reasoning, v.30 n.3-4, p.323-361, ",2003,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Robert F. Stark , E. Borger , Joachim Schmid, Java and the Java Virtual Machine: Definition, Verification, Validation with Cdrom, Springer-Verlag New York, Inc., Secaucus, NJ, ",2001,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Robert F. Stark , E. Borger , Joachim Schmid, Java and the Java Virtual Machine: Definition, Verification, Validation with Cdrom, Springer-Verlag New York, Inc., Secaucus, NJ, ",2001,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
J. K. Strosnider , P. Nandi , S. Kumaran , S. Ghosh , A. Arsanjani, Model-driven synthesis of SOA solutions, IBM Systems Journal, v.47 n.3, p.415-432, July ",2008,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
J. K. Strosnider , P. Nandi , S. Kumaran , S. Ghosh , A. Arsanjani, Model-driven synthesis of SOA solutions, IBM Systems Journal, v.47 n.3, p.415-432, July ",2008,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Matthias Weidlich , Gero Decker , Alexander Großkopf , Mathias Weske, BPEL to BPMN: The Myth of a Straight-Forward Mapping, Proceedings of the OTM ",2008,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Matthias Weidlich , Gero Decker , Alexander Großkopf , Mathias Weske, BPEL to BPMN: The Myth of a Straight-Forward Mapping, Proceedings of the OTM ",2008,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Niklaus Wirth, Program development by stepwise refinement, Communications of the ACM, v.14 n.4, p.221-227, April ",1971,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Niklaus Wirth, Program development by stepwise refinement, Communications of the ACM, v.14 n.4, p.221-227, April ",1971,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"YAWL: Yet Another Workflow Language. http://www.yawlfoundation.org/.
",</div>,0,0,1
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"YAWL: Yet Another Workflow Language. http://www.yawlfoundation.org/.
",</div>,0,0,1
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,M. zur Muehlen and J. Recker. How much BPMN do you need? Posted at http://www.bpm-research.com/,2008,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,M. zur Muehlen and J. Recker. How much BPMN do you need? Posted at http://www.bpm-research.com/,2008,0,0,0
Egon Börger,"Università di Pisa, Pisa, Italy",Abstract state machine nets,2015,"
Michael Zur Muehlen , Jan Recker, How Much Language Is Enough? Theoretical and Practical Use of the Business Process Modeling Notation, Proceedings of the 20th international conference on Advanced Information Systems Engineering, June 16-20, ",2008,0,0,0
Albert Fleischmann,Pfaffenhofen,Abstract state machine nets,2015,"
Michael Zur Muehlen , Jan Recker, How Much Language Is Enough? Theoretical and Practical Use of the Business Process Modeling Notation, Proceedings of the 20th international conference on Advanced Information Systems Engineering, June 16-20, ",2008,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"
Miguel I. Aguirre-Urreta , George M. Marakas, Comparing conceptual modeling techniques: a critical review of the EER vs. OO empirical literature, ACM SIGMIS Database, v.39 n.2, May ",2008,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"Škerlavaj, M., Štemberger, M. I., Škrinjar, R., and Dimovski, V. Organizational learning culture---the missing link between business process change and organizational performance. International Journal of Production Economics 106, 2 (",2007,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"
Mathias Weske, Business Process Management: Concepts, Languages, Architectures, Springer Publishing Company, Incorporated, ",2010,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"
Flávia Maria Santoro , Marcos R. S. Borges , José A. Pino, Acquiring knowledge on business processes from stakeholders' stories, Advanced Engineering Informatics, v.24 n.2, p.138-148, April, ",2010,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"Fujimura, J. H. Constructing ""Do-Able"" Problems in Cancer Research: Articulating Alignment. Social Studies of Science 17, 2 (",1987,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"
Marco Stuit , Hans Wortmann , Nick Szirbik , Jan Roodenburg, Multi-View Interaction Modelling of human collaboration processes: A business process study of head and neck cancer care in a Dutch academic hospital, Journal of Biomedical Informatics, v.44 n.6, p.",1039,0,0,1
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"
Mark Lewis , Brett Young , Lars Mathiassen , Arun Rai , Richard Welke, Business process innovation based on stakeholder perceptions, Information-Knowledge-Systems Management, v.6 n.1,2, p.7-27, April ",2007,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"Dann, H. D. Variation von Lege-Strukturen zur Wissensrepräsentation. In B. Scheele, ed., Struktur-Lege-Verfahren als Dialog-Konsens-Methodik. Aschendorff, ",1992,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"
Alexander Luebbe , Mathias Weske, Tangible media in process modeling: a controlled experiment, Proceedings of the 23rd international conference on Advanced information systems engineering, June 20-24, ",2011,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"Fischer, F. and Mandl, H. Knowledge convergence in computer-supported collaborative learning: The role of external representation tools. The Journal of the Learning Sciences 14, 3 (",2005,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"Engelmann, T. and Hesse, F. W. How digital concept maps about the collaborators' knowledge and information influence computer-supported collaborative problem solving. ... Journal of Computer-Supported Collaborative Learning, (",2010,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"Herrmann, T. et al. Sociotechnical walkthrough: a means for knowledge integration. <i>The Learning Organization.</i> 14, 5 (",2007,0,0,0
Stefan Oppl,"Johannes Kepler University of Linz, Linz, Austria",Articulation of subject-oriented business process models,2015,"
G. P. Mullery, CORE - a method for controlled requirement specification, Proceedings of the 4th international conference on Software engineering, p.126-135, September 17-19, ",1979,0,0,0
